,ticker,industry,market_cap,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30
33,GAS,Năng lượng,216276.35,0.0,3.04,1.77,5.5,0.1,1.37,5.99,3.04,3.53,2.65,5.0,5.0,5.2,5.4,5.1,7.46,10.11,9.72,6.97,12.56,11.87,7.95,9.91,8.93,13.84,15.21,12.37,16.49,14.82,13.64,14.33,14.82,16.78,15.01,15.8,15.51,16.98,18.45,15.8,22.28,18.45,19.92,16.29,10.79,4.02,5.99,7.16,4.02,6.87,11.87,12.86,10.21,10.21,8.64,8.44,9.81,8.05,6.28,7.65,10.3,12.17,11.58,10.7,8.15,6.87,8.05,9.52,12.95,13.15,11.78,4.61,3.04,10.21,2.55,6.97,8.93,5.69,4.02,5.99,7.36,7.75,2.94,5.99,6.87,3.63,-1.86,-6.77,-0.98,3.04,3.83,2.55,1.57,3.83,6.38,5.59,7.95,7.95,15.51,18.74,16.68,21.88,27.48,27.58,26.5,25.22,16.49,15.8,23.65,21.69,25.61,31.5,22.37,17.27,9.13,14.62,11.87,12.27,13.84,14.82,13.35
34,GEG,Năng lượng,7726.5,0.0,2.2,1.8,2.2,-4.19,-2.99,-1.8,-6.99,-4.19,-10.78,-16.77,-10.98,-6.79,-8.38,-13.77,-7.78,-8.18,-4.99,-5.59,0.6,0.6,-1.8,-0.8,-0.2,-0.2,0.6,7.58,6.99,7.78,6.99,3.39,3.99,8.58,7.78,6.99,7.98,6.59,4.99,5.99,7.58,11.98,13.37,11.58,11.78,4.19,2.59,3.79,3.79,3.59,2.99,1.8,4.79,7.98,7.19,9.38,8.58,6.19,5.79,5.79,8.38,10.18,8.58,4.59,0.6,-6.39,-2.59,-5.79,-4.39,-8.38,-8.18,-8.18,-14.37,-18.16,-23.75,-20.56,-17.17,-16.97,-14.17,-10.98,-12.57,-14.97,-20.76,-16.37,-15.17,-20.56,-25.15,-24.95,-19.76,-17.37,-11.78,-13.17,-16.97,-14.97,-9.18,-8.98,-9.38,-7.58,-4.19,-2.2,-4.39,-2.79,1.4,3.39,1.0,2.59,-2.2,-4.19,-1.8,-5.59,-4.79,1.8,-4.19,-6.99,-13.37,-7.39,-9.18,-2.99,-4.99,-3.39,-2.2
35,GEX,Công nghệ,16902.19,0.0,0.0,6.9,12.77,10.47,13.58,5.64,-1.73,1.5,-5.52,-12.08,-14.84,-10.47,-11.74,-17.84,-16.69,-19.45,-18.87,-18.53,-14.73,-14.73,-11.16,-13.23,-13.92,-18.3,-14.96,-10.24,-7.25,-7.36,-7.25,-9.67,-9.44,-9.44,-5.41,-5.41,-5.41,-7.94,-4.72,-4.14,-5.29,-10.24,-7.94,-9.09,-12.66,-15.3,-12.89,-11.85,-12.31,-11.39,-9.67,-9.67,-7.71,-8.17,-9.09,-11.39,-10.01,-12.2,-10.82,-9.55,-5.98,-7.94,-13.92,-15.77,-21.63,-22.09,-16.69,-17.15,-21.86,-26.81,-31.53,-36.25,-33.26,-32.11,-36.82,-35.56,-35.1,-37.05,-35.1,-35.67,-34.41,-38.9,-43.15,-44.76,-45.22,-49.02,-52.59,-54.66,-51.55,-49.6,-49.37,-48.45,-51.67,-50.06,-46.61,-45.68,-45.91,-44.76,-45.34,-46.14,-48.45,-49.14,-50.29,-47.41,-46.14,-45.91,-44.76,-47.41,-46.84,-50.52,-51.67,-55.01,-58.11,-60.41,-57.65,-55.81,-56.27,-53.28,-51.9,-52.93,-55.01
36,GIL,Hàng tiêu dùng,3396.0,0.0,5.79,6.25,5.18,5.64,3.96,2.13,3.66,3.66,3.66,2.9,1.52,2.13,5.95,5.03,5.49,4.42,4.27,3.66,4.57,9.45,9.45,11.13,10.37,8.54,11.28,17.23,21.34,21.49,25.0,22.87,23.48,23.48,24.85,28.05,27.29,24.24,28.66,28.66,26.22,17.53,15.7,23.63,23.17,21.49,21.19,19.36,23.17,23.02,20.88,22.26,26.37,26.52,35.37,38.57,36.13,39.63,37.35,38.72,41.77,40.24,37.2,30.79,27.29,31.1,32.62,37.35,46.34,47.56,43.29,37.2,37.2,27.59,18.75,20.43,23.93,23.48,27.74,30.18,27.9,19.05,10.82,14.18,12.8,5.03,-2.29,-7.16,-1.22,-2.9,-4.57,-2.74,-4.73,-2.74,2.44,6.55,6.71,4.88,5.95,4.42,11.59,11.59,11.13,17.07,18.45,18.45,10.21,2.59,2.44,-2.59,-2.29,-7.01,-13.41,-19.36,-25.0,-19.82,-17.68,-16.92,-16.01,-16.46,-14.63
37,GMD,Công nghiệp - Hàng không,15490.83,0.0,0.42,-1.27,1.58,-1.9,-3.38,-6.43,-7.17,-9.7,-14.56,-13.19,-12.24,-11.39,-11.39,-13.71,-9.28,-11.39,-10.76,-9.28,-2.95,-1.58,2.32,0.74,2.0,3.16,3.16,4.22,8.02,9.49,8.02,10.13,9.92,8.44,6.54,4.85,5.49,7.38,14.77,16.03,18.14,10.97,18.57,16.03,17.51,9.49,10.55,12.87,11.81,13.71,14.77,15.19,13.08,17.72,15.61,18.78,24.47,21.31,23.21,22.36,24.26,25.53,22.57,18.57,15.61,9.92,17.51,19.2,20.89,18.35,21.31,17.3,17.3,10.55,2.85,8.65,12.45,13.5,14.77,19.2,17.51,18.35,12.87,16.03,19.2,17.93,9.7,2.11,9.07,8.02,7.59,5.06,6.54,8.44,14.98,13.29,16.67,19.41,17.72,23.42,21.31,23.42,26.16,29.54,26.79,24.47,16.03,8.65,12.03,10.76,14.77,17.09,14.14,6.96,4.64,11.81,9.7,10.76,11.6,14.98,9.7
38,GTN,Hàng tiêu dùng,4755.9,0.0,-0.5,-0.5,-0.99,-3.96,-3.47,-3.96,-5.94,-4.95,-10.89,-10.89,-11.39,-8.42,-8.66,-13.37,-12.38,-12.38,-11.39,-10.89,-8.66,-8.91,-8.66,-9.16,-9.9,-9.16,-9.16,-7.43,-6.44,-6.44,-7.67,-8.91,-7.92,-10.15,-9.41,-9.9,-8.42,-8.91,-8.91,-8.42,-5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.93,-6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,GVR,Nông nghiệp,90400.0,0.0,2.13,2.66,2.39,0.27,-2.13,-1.6,-5.59,-5.05,-11.57,-17.29,-15.16,-13.7,-13.83,-19.81,-16.89,-17.55,-18.35,-17.02,-14.36,-12.23,-11.97,-10.64,-9.71,-11.44,-11.3,-10.24,-9.57,-10.64,-7.98,-8.91,-8.91,-10.37,-9.57,-9.18,-5.05,-5.85,-3.46,-4.26,-2.26,-3.46,-4.26,-5.45,-8.24,-11.3,-9.97,-10.37,-10.11,-9.57,-7.98,-7.85,-5.85,-7.18,-7.71,-9.97,-8.24,-9.97,-9.57,-8.11,-2.93,-3.19,-1.6,-3.46,-7.31,-12.23,-8.24,-8.11,-4.26,-2.13,-6.91,-13.43,-18.88,-21.54,-26.99,-24.2,-22.61,-23.54,-23.27,-25.4,-25.0,-28.72,-33.64,-34.18,-34.57,-39.1,-43.35,-41.89,-37.9,-37.9,-38.96,-36.97,-36.97,-35.77,-32.58,-32.58,-32.18,-32.31,-32.98,-33.11,-31.38,-33.51,-33.11,-32.71,-28.06,-26.99,-30.59,-35.37,-34.18,-38.7,-37.5,-39.63,-42.02,-42.29,-42.02,-39.63,-39.49,-37.9,-37.5,-39.1,-40.03
40,HAH,Công nghiệp - Hàng không,4869.49,0.0,-0.59,-2.06,1.62,-1.33,-2.5,-5.01,-5.15,-5.15,-11.78,-13.11,-12.96,-9.57,-5.74,-11.49,-11.19,-11.19,-11.49,-7.22,-0.74,0.0,1.62,3.53,4.57,7.81,6.48,6.77,13.84,19.15,17.82,17.53,16.05,12.67,14.87,21.5,20.77,21.94,30.34,32.99,36.23,28.13,36.97,38.44,38.29,32.4,33.87,36.67,36.23,41.09,35.64,39.18,42.71,48.31,48.31,51.69,50.22,46.1,42.56,43.74,46.54,48.6,44.04,34.02,34.17,37.41,40.94,49.93,51.69,51.69,58.17,48.75,55.96,45.07,-4.57,-2.8,3.98,9.72,17.38,24.74,22.83,28.87,19.88,25.18,24.3,15.76,7.66,0.15,6.92,13.11,12.08,7.51,6.77,9.72,17.38,17.82,20.77,22.53,22.24,30.78,28.13,32.55,25.18,32.4,29.46,29.16,20.18,11.78,12.08,12.37,17.82,19.29,16.35,8.25,0.74,7.66,6.19,6.19,1.62,8.69,6.77
41,HDB,Tài chính,49299.05,0.0,-1.93,-1.93,-2.57,-4.82,-5.79,-0.48,-0.96,-1.61,-6.75,-4.98,-7.56,-6.43,-6.11,-6.75,-3.38,-1.29,-0.96,-0.64,0.0,0.96,1.61,1.29,0.32,-6.11,-5.14,-5.95,-4.34,-5.14,-4.82,-4.98,-4.66,-7.4,-5.95,-7.4,-8.2,-12.06,-9.16,-9.97,-11.9,-12.06,-13.18,-13.34,-12.22,-12.86,-12.54,-12.7,-11.58,-11.25,-9.0,-9.0,-9.97,-9.65,-10.13,-11.9,-11.41,-9.0,-8.84,-5.31,-6.43,-7.56,-6.75,-7.07,-9.16,-10.61,-9.97,-12.22,-15.43,-16.4,-16.72,-17.2,-19.94,-19.13,-24.28,-21.22,-19.61,-18.97,-18.65,-20.26,-19.13,-22.67,-26.05,-22.67,-22.03,-26.21,-28.62,-27.65,-22.83,-22.83,-21.86,-21.7,-22.19,-20.9,-17.52,-17.85,-17.04,-16.88,-16.08,-15.92,-16.4,-18.33,-18.65,-18.65,-16.56,-17.04,-16.72,-21.06,-19.94,-21.22,-19.77,-20.9,-23.63,-24.12,-24.12,-24.44,-26.05,-24.92,-22.03,-21.54,-22.83
42,HHV,Công nghiệp - Hàng không,7486.75,0.0,1.44,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,-9.93,-13.36,-13.72,-16.25,-18.41,-15.16,-14.8,-13.18,-11.91,-12.09,-14.8,-14.44,-12.27,-11.91,-8.66,-9.03,-12.09,-12.09,-16.06,-15.16,-16.43,-15.16,-16.61,-15.52,-13.72,-14.62,-16.06,-16.43,-16.25,-15.88,-15.34,-11.01,-11.55,-12.64,-13.36,-11.55,-11.37,-12.45,-11.91,-12.64,-14.98,-14.26,-14.08,-13.72,-13.36,-11.55,-10.11,-10.65,-10.65,-13.0,-16.25,-14.62,-15.7,-16.97,-22.74,-27.98,-32.85,-36.46,-33.39,-37.55,-35.2,-33.75,-33.57,-33.21,-30.87,-32.31,-35.56,-39.89,-40.25,-39.53,-43.68,-47.47,-50.54,-47.11,-46.21,-46.57,-45.85,-46.21,-45.85,-42.06,-41.88,-41.52,-41.34,-41.16,-40.97,-41.7,-43.14,-44.22,-45.49,-43.32,-43.14,-44.4,-48.19,-50.0,-53.25,-52.71,-55.96,-59.03,-61.19,-58.48,-57.76,-57.4,-56.32,-55.23,-55.78,-57.94
43,HNG,Nông nghiệp,5764.48,0.0,6.83,6.02,5.22,8.43,3.61,-3.61,-10.04,-14.06,-18.47,-17.27,-18.07,-18.07,-16.87,-22.65,-26.1,-23.69,-24.5,-27.79,-24.42,-24.1,-23.94,-21.29,-23.61,-28.51,-27.71,-26.59,-23.53,-21.69,-21.77,-23.69,-23.78,-27.15,-26.75,-28.43,-27.71,-26.1,-23.37,-18.88,-15.66,-19.68,-20.48,-20.32,-20.32,-23.69,-23.45,-22.01,-19.68,-20.64,-20.08,-16.87,-19.28,-18.88,-18.47,-13.25,-14.46,-16.47,-18.88,-18.88,-18.07,-16.87,-18.88,-18.47,-22.81,-26.1,-23.61,-25.14,-25.3,-30.52,-35.34,-39.84,-44.02,-42.65,-44.98,-42.01,-40.72,-41.45,-40.96,-42.49,-43.69,-44.18,-48.03,-47.39,-46.1,-49.8,-53.25,-53.01,-49.8,-49.4,-49.96,-50.52,-51.0,-51.0,-49.56,-49.24,-46.99,-46.99,-48.03,-48.84,-49.96,-51.33,-51.0,-49.96,-47.71,-47.55,-48.76,-52.29,-54.14,-57.27,-56.79,-59.76,-62.57,-60.0,-58.8,-59.12,-59.12,-56.71,-56.47,-57.43,-59.84
44,HPG,Vật liệu,130251.2,0.0,0.11,-1.39,-2.03,-2.35,-3.53,-1.18,-0.11,-1.07,-4.39,-5.88,-6.84,-5.88,-7.38,-12.94,-7.49,-7.06,-9.84,-9.73,-7.91,-2.57,1.18,0.53,0.86,-1.18,-1.6,-1.6,-0.53,0.64,-0.21,-0.75,-0.11,-1.6,-1.82,0.96,0.32,0.32,7.17,6.52,9.3,5.78,6.63,5.13,1.82,-2.03,-1.28,-1.18,-1.71,-0.53,0.21,0.32,0.11,-0.75,-0.75,-1.82,-1.93,-2.67,-3.53,-2.25,-1.93,-1.39,1.07,-0.43,-0.75,-3.53,-3.32,-3.96,-5.45,-8.77,-7.38,-7.59,-7.27,-6.31,-12.83,-11.87,-9.09,-7.81,-7.38,-10.16,-10.05,-10.59,-14.55,-12.09,-13.05,-18.18,-23.21,-22.35,-18.29,-18.29,-18.93,-19.47,-21.39,-25.35,-26.31,-25.13,-24.17,-24.17,-25.78,-26.52,-29.09,-28.56,-28.77,-28.98,-29.63,-27.7,-28.13,-31.98,-35.19,-37.11,-33.69,-50.37,-53.8,-55.51,-54.01,-53.37,-53.37,-51.02,-51.87,-51.34,-52.3
45,HSG,Vật liệu,8341.06,0.0,-1.33,-4.53,-5.73,-5.73,-7.73,-6.13,-3.73,-5.47,-12.0,-11.6,-12.67,-11.2,-13.87,-19.87,-17.87,-17.6,-19.2,-19.07,-14.93,-9.07,-2.8,-2.93,-1.07,-3.2,-4.13,-2.8,-2.4,-0.67,-2.0,-4.53,-2.53,-5.2,-4.4,2.27,4.0,5.73,12.27,8.8,13.2,7.73,10.53,9.2,5.73,1.33,-0.8,-0.4,-2.27,0.93,1.87,3.47,1.2,0.13,0.93,0.8,0.13,-3.2,-6.67,-4.67,-4.93,-4.93,-4.13,-5.87,-12.4,-12.53,-11.73,-11.47,-11.47,-17.07,-19.2,-19.73,-19.73,-19.47,-25.07,-24.27,-22.93,-24.4,-24.53,-29.73,-34.27,-30.67,-35.47,-34.4,-34.67,-39.2,-43.33,-47.2,-43.6,-42.93,-44.13,-42.67,-43.6,-46.13,-43.47,-42.13,-38.13,-38.53,-39.2,-39.73,-42.27,-41.07,-42.67,-45.47,-44.0,-40.53,-42.27,-46.27,-50.0,-53.47,-54.67,-57.73,-60.67,-62.27,-59.73,-59.6,-57.6,-54.67,-55.33,-54.0,-57.07
46,HTP,Dịch vụ,3314.16,0.0,2.55,0.77,2.81,3.83,14.03,25.26,37.76,27.81,29.85,22.45,17.35,22.45,34.69,22.45,31.12,32.65,31.38,31.38,27.55,27.3,25.26,23.47,22.96,23.21,22.45,24.23,25.0,24.23,25.0,26.02,26.02,23.98,22.19,21.17,22.45,19.9,8.67,16.84,19.9,17.09,12.76,2.55,6.89,11.73,8.42,9.69,8.42,5.87,6.89,9.18,9.18,9.69,9.18,8.42,8.67,7.4,7.14,5.61,8.42,3.57,8.16,3.32,3.32,4.08,2.3,0.0,0.0,6.38,4.85,5.87,5.61,7.65,6.63,9.69,8.42,5.87,4.34,4.34,7.14,2.04,0.77,0.51,2.04,-1.28,-3.06,-2.81,-4.34,-4.85,-8.16,1.02,1.02,-1.02,-1.02,-3.06,-2.55,-2.3,-2.81,-3.06,-3.32,4.59,4.59,2.04,1.79,0.77,-0.26,-10.2,-2.04,-7.14,-0.51,-3.06,2.04,-2.04,-2.04,-8.16,-8.16,-0.51,-3.32,-3.32,-7.91
47,HVN,Công nghiệp - Hàng không,34544.55,0.0,-0.86,-1.93,-2.79,-0.43,-1.07,-1.5,-2.79,-2.58,-1.72,-1.5,-2.58,-2.36,-2.58,-2.15,0.21,3.43,3.0,4.29,11.59,11.59,12.66,13.3,12.45,13.3,12.66,13.09,15.02,17.17,15.02,12.02,12.66,10.09,11.16,8.8,9.01,7.3,7.3,9.01,6.87,8.15,7.3,12.45,10.73,12.23,12.23,10.3,9.87,8.8,8.15,8.58,8.15,9.23,8.8,7.08,7.73,6.87,6.87,7.51,6.87,8.15,7.08,6.01,3.43,3.0,2.36,3.0,0.43,-3.22,-4.29,-3.22,-4.29,-6.01,-11.16,-7.73,-6.22,-6.87,-6.65,-4.29,-5.79,-9.87,-16.09,-13.73,-12.88,-18.45,-23.82,-22.32,-17.6,-19.31,-21.24,-21.03,-23.39,-25.32,-23.61,-23.39,-20.17,-17.81,-19.96,-20.17,-22.75,-22.53,-23.18,-24.25,-22.53,-20.6,-22.75,-26.61,-26.61,-30.69,-30.26,-33.05,-37.34,-35.84,-34.12,-34.33,-34.55,-30.04,-29.18,-31.12,-33.48
48,IBC,Dịch vụ,1650.54,0.0,0.74,-0.25,-0.49,-0.49,-3.19,-0.25,-0.25,-0.25,-0.49,-0.25,-0.25,-0.49,-0.25,-0.25,-0.98,-0.98,-0.74,-0.49,-0.25,-0.25,-0.74,-0.25,-0.25,0.25,-0.25,0.74,1.23,1.23,1.72,1.23,1.47,1.47,1.72,2.21,1.23,0.25,-0.25,-0.49,-0.49,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-0.25,-0.49,-0.74,-0.74,-0.74,-0.74,-0.98,-1.72,-1.72,-1.72,-1.72,-3.69,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-1.97,-1.97,-2.21,-2.46,-2.21,-2.21,-2.21,-1.72,-1.72,-1.72,-1.23,-0.98,-0.98,-2.21,-2.21,-0.74,-1.23,-1.23,-1.23,-1.72,-1.72,-1.72,-1.72,-1.72,-1.72,-2.46,-0.74,-1.23,-2.21,-2.21,-1.72,-2.21,-2.21,-2.21,-2.21,-1.97,-2.21,-2.21,-1.97,-2.46,-2.46
49,IDC,Bất động sản - Xây dựng,16599.0,0.0,-0.95,-3.66,5.83,8.41,4.75,-2.99,-12.62,-3.93,-11.8,-14.65,-12.21,-7.19,-12.08,-19.27,-16.69,-17.1,-18.59,-15.88,-15.06,-12.21,-11.8,-7.87,-5.7,-8.55,-8.14,-7.73,-6.92,-2.58,-0.14,-3.53,-1.22,-4.61,-2.17,-3.12,0.95,2.44,6.11,3.93,4.88,0.41,-2.85,-2.17,-5.97,-11.67,-8.01,-7.46,-5.83,-2.71,-0.27,-1.63,-0.54,1.76,2.31,-0.95,1.49,1.76,8.68,9.36,10.04,6.78,-2.31,-2.17,-11.94,-11.67,-6.78,-9.23,0.0,-16.55,-17.5,-19.4,-20.9,-19.27,-27.27,-31.48,-24.69,-25.51,-24.83,-23.88,-22.39,-28.22,-35.28,-32.02,-30.12,-32.29,-39.76,-39.76,-34.46,-32.97,-32.16,-30.39,-33.51,-30.12,-28.09,-29.31,-29.72,-28.09,-26.19,-26.46,-27.41,-28.49,-32.02,-30.8,-27.95,-23.47,-26.05,-30.94,-29.44,-32.16,-29.58,-32.16,-36.91,-36.64,-34.87,-29.85,-30.8,-33.65,-30.8,-30.12,-31.75
50,IDI,Nông nghiệp,4757.77,0.0,1.27,-0.63,-0.32,0.63,1.27,-5.7,-12.03,-14.56,-15.51,-21.2,-26.58,-21.52,-19.94,-25.32,-27.22,-28.48,-27.85,-25.0,-19.94,-14.56,-12.03,-10.44,-11.71,-6.01,-8.23,-6.33,-6.33,-2.22,0.0,-2.53,-0.63,-4.11,-3.16,-2.53,4.11,10.76,13.61,11.08,13.61,18.99,23.42,31.96,22.78,25.95,31.65,40.82,38.61,39.56,49.05,49.68,52.53,51.9,62.34,73.42,73.1,73.42,72.15,80.06,72.15,83.86,81.01,68.35,56.96,67.72,76.9,78.16,85.44,96.52,87.97,81.96,69.3,57.59,46.84,45.57,55.7,57.91,67.09,67.72,56.01,57.59,46.84,51.58,43.67,33.86,24.68,16.14,24.05,26.27,24.68,22.78,31.33,40.51,50.32,49.68,49.05,51.58,55.06,65.82,68.99,70.25,64.56,70.89,65.82,68.35,56.65,45.89,43.67,46.84,48.73,51.58,55.7,44.94,34.81,43.04,37.34,39.56,36.08,39.24,34.81
51,KBC,Bất động sản - Xây dựng,24985.53,0.0,-1.47,0.65,0.98,-3.75,-10.26,-4.07,-7.17,-6.03,-12.54,-17.75,-14.01,-9.28,-11.73,-15.64,-9.93,-11.07,-14.5,-12.54,-10.91,-7.98,-8.14,-7.49,-5.86,-7.33,-6.03,-6.03,-4.72,-4.72,-4.72,-7.49,-6.68,-7.0,-5.86,-6.51,-6.35,-8.63,-8.63,-8.31,-11.07,-15.31,-13.68,-14.17,-15.64,-17.43,-14.66,-14.82,-13.84,-13.52,-12.38,-11.07,-11.24,-12.54,-12.38,-14.5,-12.7,-14.17,-13.52,-12.54,-10.42,-12.05,-12.38,-15.15,-21.01,-20.36,-16.29,-17.1,-17.59,-22.64,-25.73,-26.71,-31.84,-30.78,-34.85,-32.17,-30.13,-29.97,-28.66,-29.97,-30.29,-33.06,-34.85,-34.61,-32.9,-36.48,-40.88,-40.96,-37.3,-34.85,-33.22,-33.22,-33.22,-31.92,-28.66,-28.42,-27.85,-28.01,-27.52,-27.52,-27.69,-27.36,-28.75,-29.97,-27.04,-27.04,-25.9,-31.03,-29.97,-30.13,-30.46,-31.6,-36.32,-53.42,-53.58,-51.63,-50.98,-47.88,-47.15,-45.93,-46.74
52,KDC,Hàng tiêu dùng,16330.4,0.0,-0.19,-0.56,-0.37,-0.37,-0.93,-1.48,-1.48,-1.11,-1.3,-1.67,-2.22,-0.56,0.0,-0.74,-0.37,-0.37,0.0,0.0,0.19,0.0,0.0,0.0,1.85,1.3,1.3,1.3,1.48,1.3,1.3,0.74,1.85,1.48,0.74,0.0,0.0,-0.19,0.0,0.0,-0.37,-0.37,1.85,0.93,0.74,0.74,0.56,0.37,0.0,-2.78,0.93,0.37,-0.19,0.0,-0.19,-0.56,-0.37,-0.56,-0.37,-0.37,0.74,0.37,0.19,-0.19,-0.93,-0.93,-1.85,-2.04,-0.93,-1.85,-2.78,-2.78,-3.7,-3.89,-5.0,-4.63,-3.7,-3.7,-3.89,-3.89,-4.44,-5.0,-6.11,-7.41,-5.56,-5.93,-7.41,-7.78,-7.22,-7.04,-7.41,-7.41,-6.85,-1.48,1.11,1.11,1.11,8.15,15.56,16.11,15.74,17.59,17.59,17.59,20.37,21.11,18.52,13.33,15.74,15.74,17.59,16.67,16.48,13.7,14.44,14.44,14.26,17.96,20.37,22.22,20.19
53,KDH,Bất động sản - Xây dựng,24667.31,0.0,2.39,4.41,4.04,-0.55,-2.57,-1.29,-1.65,-1.65,-8.46,-7.17,-5.51,-4.04,-6.62,-9.74,-8.27,-7.35,-7.9,-8.09,-6.99,-7.35,-2.39,-2.94,-2.94,-3.12,-1.65,-1.1,0.92,-0.74,-0.37,-0.92,-0.55,-2.94,-2.02,-2.76,-0.55,-1.29,0.37,0.37,-1.1,-4.23,-5.88,-5.33,-6.25,-7.72,-8.09,-6.99,-5.51,-6.25,-2.02,-2.94,-2.57,-2.39,-2.02,-2.76,-1.84,-3.31,-2.94,-1.47,-2.94,-4.41,-6.25,-6.07,-6.43,-7.9,-6.99,-7.9,-9.01,-9.38,-7.9,-8.27,-11.76,-9.93,-15.44,-13.69,-13.6,-13.6,-11.95,-14.52,-15.26,-15.26,-21.14,-20.22,-19.85,-22.33,-27.76,-27.76,-23.35,-23.71,-23.71,-23.9,-24.82,-26.29,-24.82,-23.81,-21.78,-22.06,-22.7,-22.79,-24.63,-25.0,-25.28,-25.74,-24.08,-24.54,-24.72,-26.65,-28.31,-29.96,-28.12,-28.31,-29.14,-28.95,-29.23,-29.96,-29.32,-28.22,-27.85,-27.76,-28.49
54,KSF,Bất động sản - Xây dựng,25200.0,0.0,3.38,13.64,16.88,5.45,3.25,1.04,11.04,20.78,29.87,29.87,26.62,26.75,26.75,27.27,31.82,34.42,46.75,61.04,61.69,58.83,61.69,57.79,52.99,45.97,45.45,44.03,43.9,44.68,42.86,40.26,40.78,40.13,41.69,41.69,41.17,41.3,40.65,40.65,39.61,39.22,38.7,38.7,40.39,38.96,38.83,38.96,39.61,39.87,40.52,40.91,40.78,54.81,42.08,40.91,40.91,39.35,38.7,39.09,39.48,40.26,40.13,47.4,42.86,43.12,42.21,40.78,0.0,40.78,40.39,39.61,40.26,40.39,39.61,40.0,42.21,43.77,42.73,41.69,40.26,39.61,39.61,39.74,39.61,39.61,39.61,37.66,28.7,19.22,14.29,12.86,8.96,9.35,12.99,11.69,10.39,11.04,12.08,12.73,9.74,11.69,11.04,9.09,12.47,13.77,12.99,10.65,12.34,10.78,11.3,10.13,9.09,9.87,10.65,11.56,12.34,11.04,10.39,1.95,9.09
